
Model: Functional
Image shape: (224, 224, 3)
Batch size: 8
Dataset: /app/data/Datasets/metal_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
1,0.7554348111152649,0.1620553433895111,0.5437151193618774,0.71478670835495
2,0.8695651888847351,0.1620553433895111,0.4029601216316223,0.740490734577179
3,0.8491619825363159,0.1620553433895111,0.4378352761268616,0.7506466507911682
4,0.864130437374115,0.1620553433895111,0.4078429341316223,0.755020797252655
5,0.85326087474823,0.1620553433895111,0.4160490930080414,0.7439554929733276
6,0.820652186870575,0.1620553433895111,0.4792333245277405,0.7160112261772156
Testing Accuracy:  0.1621

Model: Functional
Image shape: (224, 224, 3)
Batch size: 8
Dataset: /app/data/Datasets/metal_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
1,0.7771739363670349,0.1620553433895111,0.5276396870613098,0.7401171922683716
2,0.8212290406227112,0.1620553433895111,0.48314669728279114,0.753940224647522
3,0.864130437374115,0.1620553433895111,0.40175026655197144,0.7751985788345337
4,0.8260869383811951,0.1620553433895111,0.48058173060417175,0.7536154389381409
5,0.8804348111152649,0.1620553433895111,0.38983485102653503,0.7503218650817871
6,0.8097826242446899,0.1620553433895111,0.4877512454986572,0.7222489714622498
7,0.782608687877655,0.1620553433895111,0.5297912359237671,0.7029184103012085
8,0.8586956262588501,0.8379446864128113,0.4216105341911316,0.6728122234344482
9,0.7916666865348816,0.8379446864128113,0.5267599821090698,0.6704655289649963
10,0.8478260636329651,0.8379446864128113,0.4412432610988617,0.6244296431541443
11,0.832402229309082,0.8379446864128113,0.4649629592895508,0.6120915412902832
12,0.8260869383811951,0.8379446864128113,0.47940734028816223,0.6001548767089844
13,0.864130437374115,0.8379446864128113,0.4119164049625397,0.544570803642273
14,0.875,0.8379446864128113,0.3905664086341858,0.5026229023933411
15,0.8913043737411499,0.8379446864128113,0.35335803031921387,0.48068833351135254
16,0.7663043737411499,0.8379446864128113,0.5758547186851501,0.49871495366096497
17,0.842391312122345,0.8379446864128113,0.44538697600364685,0.4724942445755005
18,0.9375,0.8379446864128113,0.29117777943611145,0.459238737821579
19,0.929347813129425,0.8379446864128113,0.2697368264198303,0.44302836060523987
20,0.832402229309082,0.8379446864128113,0.4706040620803833,0.45339566469192505
21,0.89673912525177,0.8379446864128113,0.3448886573314667,0.44477683305740356
22,0.8260869383811951,0.8379446864128113,0.4781167805194855,0.4578060805797577
23,0.864130437374115,0.8379446864128113,0.4166669547557831,0.4479359984397888
24,0.8913043737411499,0.8379446864128113,0.35156163573265076,0.4441278874874115
Testing Accuracy:  0.8379

Model: Functional
Image shape: (224, 224, 3)
Batch size: 8
Dataset: /app/data/Datasets/metal_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
1,0.804347813129425,0.1620553433895111,0.5156605243682861,0.7784150838851929
2,0.8804348111152649,0.1620553433895111,0.38004663586616516,0.8340263962745667
3,0.8478260636329651,0.1620553433895111,0.44697532057762146,0.8260641694068909
4,0.83152174949646,0.1620553433895111,0.4681148827075958,0.8060376048088074
5,0.85326087474823,0.1620553433895111,0.4296486973762512,0.7851508855819702
6,0.842391312122345,0.1620553433895111,0.4426419734954834,0.7571271657943726
7,0.8491619825363159,0.1620553433895111,0.42762190103530884,0.7329458594322205
8,0.8586956262588501,0.1620553433895111,0.40865010023117065,0.7030292749404907
9,0.7916666865348816,0.1620553433895111,0.5096546411514282,0.6981363892555237
10,0.8586956262588501,0.8379446864128113,0.41292697191238403,0.6640400290489197
11,0.85326087474823,0.8379446864128113,0.4266810119152069,0.6269711852073669
12,0.8804348111152649,0.8379446864128113,0.37115317583084106,0.5883170366287231
13,0.8369565010070801,0.8379446864128113,0.4550915062427521,0.5501395463943481
14,0.8260869383811951,0.8379446864128113,0.47864025831222534,0.5603737235069275
15,0.804347813129425,0.8379446864128113,0.5053764581680298,0.5457891225814819
16,0.8152173757553101,0.8379446864128113,0.500336229801178,0.5173390507698059
17,0.8491619825363159,0.8379446864128113,0.4350297749042511,0.4757636785507202
18,0.9583333134651184,0.8379446864128113,0.22033792734146118,0.45599353313446045
19,0.83152174949646,0.8379446864128113,0.4598841965198517,0.4795628488063812
20,0.7989130616188049,0.8379446864128113,0.5026930570602417,0.5042790770530701
21,0.8260869383811951,0.8379446864128113,0.47459545731544495,0.47942468523979187
22,0.77173912525177,0.8379446864128113,0.5487061738967896,0.5127831697463989
23,0.85326087474823,0.8379446864128113,0.4352363049983978,0.47065868973731995
Testing Accuracy:  0.8379

Model: Functional
Image shape: (224, 224, 3)
Batch size: 8
Dataset: /app/data/Datasets/metal_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
1,0.7445651888847351,0.1620553433895111,0.556054413318634,0.7231111526489258
2,0.85326087474823,0.1620553433895111,0.4589594602584839,0.7382428050041199
3,0.875,0.1620553433895111,0.4029765725135803,0.7501538991928101
4,0.85326087474823,0.1620553433895111,0.46289318799972534,0.73135906457901
5,0.826815664768219,0.1620553433895111,0.4729010760784149,0.7008717060089111
6,0.8804348111152649,0.8379446864128113,0.38136839866638184,0.6887362599372864
7,0.85326087474823,0.8379446864128113,0.4374579191207886,0.6487768888473511
8,0.8260869383811951,0.8379446864128113,0.4679071307182312,0.6214590668678284
9,0.875,0.8379446864128113,0.3933012783527374,0.6141156554222107
10,0.8260869383811951,0.8379446864128113,0.4770946800708771,0.5975934863090515
11,0.8478260636329651,0.8379446864128113,0.41372352838516235,0.5701910853385925
12,0.864130437374115,0.8379446864128113,0.4138375222682953,0.5391892194747925
13,0.8586956262588501,0.8379446864128113,0.41470620036125183,0.5113391876220703
14,0.85326087474823,0.8379446864128113,0.42002660036087036,0.4848760962486267
15,0.8260869383811951,0.8379446864128113,0.4729808270931244,0.4760091304779053
16,0.8659217953681946,0.8379446864128113,0.38854265213012695,0.45493412017822266
17,0.842391312122345,0.8379446864128113,0.4496638774871826,0.463601291179657
18,0.8541666865348816,0.8379446864128113,0.43850433826446533,0.466330349445343
19,0.842391312122345,0.8379446864128113,0.43472588062286377,0.4620307683944702
20,0.8478260636329651,0.8379446864128113,0.4285934567451477,0.4605427086353302
21,0.864130437374115,0.8379446864128113,0.394313782453537,0.44495049118995667
22,0.7989130616188049,0.8379446864128113,0.5097782611846924,0.45380866527557373
23,0.875,0.8379446864128113,0.3937709629535675,0.44317471981048584
24,0.8369565010070801,0.8379446864128113,0.4550997316837311,0.44573381543159485
25,0.83152174949646,0.8379446864128113,0.4622570872306824,0.4504702091217041
26,0.8379888534545898,0.8379446864128113,0.45064735412597656,0.4464273750782013
27,0.9583333134651184,0.8379446864128113,0.23843061923980713,0.44293779134750366
28,0.8097826242446899,0.8379446864128113,0.4902244508266449,0.45135992765426636
29,0.8097826242446899,0.8379446864128113,0.4854762554168701,0.45774024724960327
30,0.864130437374115,0.8379446864128113,0.4053681492805481,0.4431142210960388

Model: efficientnetb0
Image shape: (224, 224, 3)
Batch size: 8
Dataset: /app/data/Datasets/metal_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
1,0.85326087474823,0.1620553433895111,0.45337262749671936,0.7522894740104675
2,0.864130437374115,0.1620553433895111,0.429203063249588,0.7706313133239746
3,0.8478260636329651,0.1620553433895111,0.4529789686203003,0.7684670686721802
4,0.7597765326499939,0.1620553433895111,0.5677781701087952,0.7466399073600769
5,0.8913043737411499,0.1620553433895111,0.3679904043674469,0.7495885491371155
6,0.8913043737411499,0.1620553433895111,0.3563307821750641,0.7212557792663574
7,0.8478260636329651,0.8379446864128113,0.43950003385543823,0.6856557726860046
8,0.8695651888847351,0.8379446864128113,0.3834061920642853,0.6587889790534973
9,0.9375,0.8379446864128113,0.2585378885269165,0.6453188061714172
10,0.7989130616188049,0.8379446864128113,0.526664674282074,0.6231761574745178
11,0.8478260636329651,0.8379446864128113,0.4271784722805023,0.5912133455276489
12,0.85326087474823,0.8379446864128113,0.42508867383003235,0.5687761306762695
13,0.804347813129425,0.8379446864128113,0.48677772283554077,0.5774880051612854
14,0.885869562625885,0.8379446864128113,0.368916392326355,0.5024057030677795
15,0.8097826242446899,0.8379446864128113,0.49387526512145996,0.5190399289131165
16,0.83152174949646,0.8379446864128113,0.4637466073036194,0.5178641080856323
17,0.8260869383811951,0.8379446864128113,0.46494513750076294,0.4857901930809021
18,0.7906976938247681,0.8379446864128113,0.519993007183075,0.4881726801395416
19,0.85326087474823,0.8379446864128113,0.4131835401058197,0.47353699803352356
20,0.85326087474823,0.8379446864128113,0.4161977469921112,0.47205889225006104
21,0.85326087474823,0.8379446864128113,0.42949849367141724,0.4671419858932495
22,0.85326087474823,0.8379446864128113,0.42677268385887146,0.45175546407699585
23,0.875,0.8379446864128113,0.37643489241600037,0.44348886609077454
24,0.8547486066818237,0.8379446864128113,0.42974409461021423,0.45062458515167236
25,0.8586956262588501,0.8379446864128113,0.40936145186424255,0.4429883360862732
26,0.842391312122345,0.8379446864128113,0.4492740333080292,0.4470093548297882
27,0.875,0.8379446864128113,0.3951225280761719,0.44407111406326294
28,0.8097826242446899,0.8379446864128113,0.4865455627441406,0.46078768372535706
29,0.864130437374115,0.8379446864128113,0.39381396770477295,0.44410181045532227
30,0.8547486066818237,0.8379446864128113,0.4210238754749298,0.44385606050491333
Testing Accuracy:  0.8379

Model: efficientnetb0
Image shape: (224, 224, 3)
Batch size: 8
Dataset: /app/data/Datasets/glass_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
1,0.005434782709926367,0.19801980257034302,-2.1205005645751953,1.403476357460022
2,0.0,0.19801980257034302,-7.82548189163208,1.8667277097702026
3,0.0,0.19801980257034302,-10.334035873413086,1.9581303596496582
4,0.0,0.19801980257034302,-9.236888885498047,1.8395200967788696
5,0.0,0.19801980257034302,-9.784573554992676,1.5452065467834473
6,0.0,0.19801980257034302,-8.690666198730469,1.1011923551559448
7,0.0,0.0,-11.204007148742676,0.5894343852996826
8,0.0,0.0,-9.651288032531738,0.04810400679707527
9,0.0,0.0,-6.743622303009033,-0.10962655395269394
10,0.0,0.0,-10.032936096191406,-0.6645294427871704
11,0.0,0.0,-8.095495223999023,-1.1656455993652344
12,0.0,0.0,-10.319726943969727,-1.6768169403076172
13,0.0,0.0,-8.393086433410645,-2.114945888519287
14,0.0,0.0,-8.242413520812988,-2.471203088760376
15,0.0,0.0,-9.481789588928223,-2.8522560596466064
16,0.0,0.0,-9.877335548400879,-3.2109017372131348
17,0.0,0.0,-8.7826509475708,-3.5181097984313965
18,0.0,0.0,-9.299724578857422,-3.762136936187744
19,0.0,0.0,-8.837625503540039,-3.855422258377075
20,0.0,0.0,-8.664339065551758,-4.184767246246338
21,0.0,0.0,-9.779380798339844,-4.184767246246338
22,0.0,0.0,-10.020421981811523,-9.628568649291992
23,0.0,0.0,-9.530773162841797,-9.628568649291992
24,0.0,0.0,-9.530773162841797,-9.628568649291992
25,0.0,0.0,-8.86396312713623,-9.628568649291992
26,0.0,0.0,-10.242313385009766,-9.628568649291992
27,0.0,0.0,-9.963990211486816,-9.628568649291992
Testing Accuracy:  0.0000

Model: efficientnetb0
Image shape: (224, 224, 3)
Batch size: 8
Dataset: /app/data/Datasets/glass_and_other
Number of classes: 2

Epoch,Accuracy,Validation Accuracy, Loss, Validation Loss
1,0.005434782709926367,0.19801980257034302,-2.617633581161499,1.4119611978530884
2,0.0,0.19801980257034302,-6.880280494689941,1.8697597980499268
3,0.0,0.19801980257034302,-8.820183753967285,1.9558188915252686
4,0.0,0.19801980257034302,-10.218252182006836,1.9083188772201538
5,0.0,0.19801980257034302,-8.791772842407227,1.5616796016693115
6,0.0,0.19801980257034302,-8.90785026550293,1.1544256210327148
7,0.0,0.0,-8.552793502807617,0.633320152759552
8,0.0,0.0,-8.4269380569458,0.12926125526428223
9,0.0,0.0,-9.111956596374512,-0.002248483244329691
10,0.0,0.0,-8.410690307617188,-0.5543352365493774
11,0.0,0.0,-9.38382339477539,-1.106747031211853
12,0.0,0.0,-10.819101333618164,-1.5541045665740967
13,0.0,0.0,-7.797905445098877,-1.9982233047485352
14,0.0,0.0,-8.837615013122559,-2.4043922424316406
15,0.0,0.0,-11.335174560546875,-2.790555000305176
16,0.0,0.0,-9.779380798339844,-3.1133713722229004
17,0.0,0.0,-8.897878646850586,-3.518109083175659
18,0.0,0.0,-10.628256797790527,-3.518916368484497
19,0.0,0.0,-9.202981948852539,-3.7645654678344727
20,0.0,0.0,-10.645813941955566,-4.184767723083496
21,0.0,0.0,-9.579745292663574,-4.184767723083496
22,0.0,0.0,-8.566372871398926,-4.1847662925720215
23,0.0,0.0,-10.645813941955566,-6.701289653778076
24,0.0,0.0,-10.050633430480957,-9.628568649291992
25,0.0,0.0,-9.963483810424805,-9.628568649291992
26,0.0,0.0,-7.748922824859619,-9.628568649291992
